"B19013_001E","B19013_001M","GEO_ID","NAME"
"Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)","id","Geographic Area Name"
"46446","10229","1400000US08029965000","Census Tract 9650, Delta County, Colorado"
"39811","7502","1400000US08029965100","Census Tract 9651, Delta County, Colorado"
"42708","9872","1400000US08029965200","Census Tract 9652, Delta County, Colorado"
"87798","15443","1400000US08031000102","Census Tract 1.02, Denver County, Colorado"
"55541","8313","1400000US08031000201","Census Tract 2.01, Denver County, Colorado"
"57181","3959","1400000US08031000202","Census Tract 2.02, Denver County, Colorado"
"72173","11989","1400000US08031000301","Census Tract 3.01, Denver County, Colorado"
"94661","11983","1400000US08031000302","Census Tract 3.02, Denver County, Colorado"
"92133","16996","1400000US08031000303","Census Tract 3.03, Denver County, Colorado"
"66136","21512","1400000US08031000401","Census Tract 4.01, Denver County, Colorado"
"87667","10647","1400000US08031000402","Census Tract 4.02, Denver County, Colorado"
"114896","9643","1400000US08031000501","Census Tract 5.01, Denver County, Colorado"
"69858","14582","1400000US08031000502","Census Tract 5.02, Denver County, Colorado"
"62664","10399","1400000US08031000600","Census Tract 6, Denver County, Colorado"
"37008","3553","1400000US08031000701","Census Tract 7.01, Denver County, Colorado"
"32572","7077","1400000US08031000702","Census Tract 7.02, Denver County, Colorado"
"9766","1532","1400000US08031000800","Census Tract 8, Denver County, Colorado"
"56042","9395","1400000US08031000902","Census Tract 9.02, Denver County, Colorado"
"43594","13243","1400000US08031000903","Census Tract 9.03, Denver County, Colorado"
"26511","4141","1400000US08031000904","Census Tract 9.04, Denver County, Colorado"
"60242","4356","1400000US08031000905","Census Tract 9.05, Denver County, Colorado"
"42917","6351","1400000US08031001000","Census Tract 10, Denver County, Colorado"
"55568","6535","1400000US08031001101","Census Tract 11.01, Denver County, Colorado"
"87917","15811","1400000US08031001102","Census Tract 11.02, Denver County, Colorado"
"53180","4475","1400000US08031001301","Census Tract 13.01, Denver County, Colorado"
"42474","2586","1400000US08031001302","Census Tract 13.02, Denver County, Colorado"
"43287","6654","1400000US08031001401","Census Tract 14.01, Denver County, Colorado"
"45840","5705","1400000US08031001402","Census Tract 14.02, Denver County, Colorado"
"58583","7670","1400000US08031001403","Census Tract 14.03, Denver County, Colorado"
"50185","5370","1400000US08031001500","Census Tract 15, Denver County, Colorado"
"83503","16506","1400000US08031001600","Census Tract 16, Denver County, Colorado"
"93654","12095","1400000US08031001701","Census Tract 17.01, Denver County, Colorado"
"65408","14757","1400000US08031001702","Census Tract 17.02, Denver County, Colorado"
"47725","9465","1400000US08031001800","Census Tract 18, Denver County, Colorado"
"26607","8804","1400000US08031001901","Census Tract 19.01, Denver County, Colorado"
"125625","98877","1400000US08031001902","Census Tract 19.02, Denver County, Colorado"
"100947","16954","1400000US08031002000","Census Tract 20, Denver County, Colorado"
"72064","9409","1400000US08031002100","Census Tract 21, Denver County, Colorado"
"84200","11130","1400000US08031002300","Census Tract 23, Denver County, Colorado"
"73125","17315","1400000US08031002402","Census Tract 24.02, Denver County, Colorado"
"46758","19001","1400000US08031002403","Census Tract 24.03, Denver County, Colorado"
"50858","9643","1400000US08031002601","Census Tract 26.01, Denver County, Colorado"
"80286","11359","1400000US08031002602","Census Tract 26.02, Denver County, Colorado"
"41957","4632","1400000US08031002701","Census Tract 27.01, Denver County, Colorado"
"61611","13001","1400000US08031002702","Census Tract 27.02, Denver County, Colorado"
"46076","7042","1400000US08031002703","Census Tract 27.03, Denver County, Colorado"
"66096","8744","1400000US08031002801","Census Tract 28.01, Denver County, Colorado"
"56576","8741","1400000US08031002802","Census Tract 28.02, Denver County, Colorado"
"60560","8520","1400000US08031002803","Census Tract 28.03, Denver County, Colorado"
"81779","11117","1400000US08031002901","Census Tract 29.01, Denver County, Colorado"
"120446","16593","1400000US08031002902","Census Tract 29.02, Denver County, Colorado"
"102313","18277","1400000US08031003001","Census Tract 30.01, Denver County, Colorado"
"91033","11184","1400000US08031003002","Census Tract 30.02, Denver County, Colorado"
"57981","14253","1400000US08031003003","Census Tract 30.03, Denver County, Colorado"
"65052","11942","1400000US08031003004","Census Tract 30.04, Denver County, Colorado"
"64250","18111","1400000US08031003101","Census Tract 31.01, Denver County, Colorado"
"43219","7595","1400000US08031003102","Census Tract 31.02, Denver County, Colorado"
"63438","6331","1400000US08031003201","Census Tract 32.01, Denver County, Colorado"
"58125","6899","1400000US08031003202","Census Tract 32.02, Denver County, Colorado"
"177813","58653","1400000US08031003203","Census Tract 32.03, Denver County, Colorado"
"135875","8238","1400000US08031003300","Census Tract 33, Denver County, Colorado"
"98144","18322","1400000US08031003401","Census Tract 34.01, Denver County, Colorado"
"154073","17435","1400000US08031003402","Census Tract 34.02, Denver County, Colorado"
"54602","7467","1400000US08031003500","Census Tract 35, Denver County, Colorado"
"52188","22601","1400000US08031003601","Census Tract 36.01, Denver County, Colorado"
"46679","4946","1400000US08031003602","Census Tract 36.02, Denver County, Colorado"
"64539","14216","1400000US08031003603","Census Tract 36.03, Denver County, Colorado"
"67946","15427","1400000US08031003701","Census Tract 37.01, Denver County, Colorado"
"53354","2443","1400000US08031003702","Census Tract 37.02, Denver County, Colorado"
"62680","6507","1400000US08031003703","Census Tract 37.03, Denver County, Colorado"
"107574","13217","1400000US08031003800","Census Tract 38, Denver County, Colorado"
"126964","23041","1400000US08031003901","Census Tract 39.01, Denver County, Colorado"
"116310","10067","1400000US08031003902","Census Tract 39.02, Denver County, Colorado"
"110571","11409","1400000US08031004002","Census Tract 40.02, Denver County, Colorado"
"78784","10003","1400000US08031004003","Census Tract 40.03, Denver County, Colorado"
"77731","13251","1400000US08031004004","Census Tract 40.04, Denver County, Colorado"
"57555","4661","1400000US08031004005","Census Tract 40.05, Denver County, Colorado"
"80298","11770","1400000US08031004006","Census Tract 40.06, Denver County, Colorado"
"37294","5919","1400000US08031004101","Census Tract 41.01, Denver County, Colorado"
"51958","11799","1400000US08031004102","Census Tract 41.02, Denver County, Colorado"
"115977","18889","1400000US08031004103","Census Tract 41.03, Denver County, Colorado"
"91337","9660","1400000US08031004104","Census Tract 41.04, Denver County, Colorado"
"148795","15095","1400000US08031004106","Census Tract 41.06, Denver County, Colorado"
"118692","12283","1400000US08031004107","Census Tract 41.07, Denver County, Colorado"
"107662","7670","1400000US08031004201","Census Tract 42.01, Denver County, Colorado"
"122500","9824","1400000US08031004202","Census Tract 42.02, Denver County, Colorado"
"46871","7440","1400000US08031004301","Census Tract 43.01, Denver County, Colorado"
"89872","12491","1400000US08031004302","Census Tract 43.02, Denver County, Colorado"
"209000","37387","1400000US08031004303","Census Tract 43.03, Denver County, Colorado"
"100043","16981","1400000US08031004304","Census Tract 43.04, Denver County, Colorado"
"106599","18869","1400000US08031004306","Census Tract 43.06, Denver County, Colorado"
"59229","7548","1400000US08031004403","Census Tract 44.03, Denver County, Colorado"
"37976","12051","1400000US08031004404","Census Tract 44.04, Denver County, Colorado"
"84866","11933","1400000US08031004405","Census Tract 44.05, Denver County, Colorado"
"38641","3285","1400000US08031004503","Census Tract 45.03, Denver County, Colorado"
"43750","11699","1400000US08031004504","Census Tract 45.04, Denver County, Colorado"
"33684","6309","1400000US08031004505","Census Tract 45.05, Denver County, Colorado"
"30795","6960","1400000US08031004506","Census Tract 45.06, Denver County, Colorado"
"49848","5180","1400000US08031004601","Census Tract 46.01, Denver County, Colorado"
"44555","9309","1400000US08031004602","Census Tract 46.02, Denver County, Colorado"
"56176","11676","1400000US08031004603","Census Tract 46.03, Denver County, Colorado"
"62482","8205","1400000US08031004700","Census Tract 47, Denver County, Colorado"
"71875","16464","1400000US08031004801","Census Tract 48.01, Denver County, Colorado"
"68694","4794","1400000US08031005001","Census Tract 50.01, Denver County, Colorado"
"41946","5370","1400000US08031005002","Census Tract 50.02, Denver County, Colorado"
"76105","8878","1400000US08031005102","Census Tract 51.02, Denver County, Colorado"
"44926","8443","1400000US08031005104","Census Tract 51.04, Denver County, Colorado"
"107875","20747","1400000US08031005200","Census Tract 52, Denver County, Colorado"
"44770","11639","1400000US08031005300","Census Tract 53, Denver County, Colorado"
"77039","9275","1400000US08031005502","Census Tract 55.02, Denver County, Colorado"
"78260","6885","1400000US08031005503","Census Tract 55.03, Denver County, Colorado"
"76866","8008","1400000US08031006701","Census Tract 67.01, Denver County, Colorado"
"87010","22562","1400000US08031006804","Census Tract 68.04, Denver County, Colorado"
"68333","7026","1400000US08031006809","Census Tract 68.09, Denver County, Colorado"
"64865","6218","1400000US08031006810","Census Tract 68.10, Denver County, Colorado"
"65549","9623","1400000US08031006811","Census Tract 68.11, Denver County, Colorado"
"66462","12949","1400000US08031006812","Census Tract 68.12, Denver County, Colorado"
"48647","3316","1400000US08031006813","Census Tract 68.13, Denver County, Colorado"
"55284","5103","1400000US08031006814","Census Tract 68.14, Denver County, Colorado"
"45613","11204","1400000US08031006901","Census Tract 69.01, Denver County, Colorado"
"42133","6375","1400000US08031007006","Census Tract 70.06, Denver County, Colorado"
"68773","5766","1400000US08031007013","Census Tract 70.13, Denver County, Colorado"
"39530","3398","1400000US08031007037","Census Tract 70.37, Denver County, Colorado"
"64450","16315","1400000US08031007088","Census Tract 70.88, Denver County, Colorado"
"32500","2815","1400000US08031007089","Census Tract 70.89, Denver County, Colorado"
"49402","5850","1400000US08031008304","Census Tract 83.04, Denver County, Colorado"
"51837","7427","1400000US08031008305","Census Tract 83.05, Denver County, Colorado"
"46250","5519","1400000US08031008306","Census Tract 83.06, Denver County, Colorado"
"58550","5993","1400000US08031008312","Census Tract 83.12, Denver County, Colorado"
"70536","14269","1400000US08031008386","Census Tract 83.86, Denver County, Colorado"
"74922","17854","1400000US08031008387","Census Tract 83.87, Denver County, Colorado"
"62875","14508","1400000US08031008388","Census Tract 83.88, Denver County, Colorado"
"83313","11125","1400000US08031008389","Census Tract 83.89, Denver County, Colorado"
"63640","8478","1400000US08031008390","Census Tract 83.90, Denver County, Colorado"
"73906","11625","1400000US08031008391","Census Tract 83.91, Denver County, Colorado"
"62180","10544","1400000US08031011902","Census Tract 119.02, Denver County, Colorado"
"61750","19165","1400000US08031011903","Census Tract 119.03, Denver County, Colorado"
"78696","16935","1400000US08031012001","Census Tract 120.01, Denver County, Colorado"
"70273","7356","1400000US08031012010","Census Tract 120.10, Denver County, Colorado"
"66708","6761","1400000US08031012014","Census Tract 120.14, Denver County, Colorado"
"46786","12527","1400000US08031015300","Census Tract 153, Denver County, Colorado"
"70208","10238","1400000US08031015400","Census Tract 154, Denver County, Colorado"
"52057","6074","1400000US08031015500","Census Tract 155, Denver County, Colorado"
"44816","9452","1400000US08031015600","Census Tract 156, Denver County, Colorado"
"46959","5498","1400000US08031015700","Census Tract 157, Denver County, Colorado"
"54592","7063","1400000US08031980000","Census Tract 9800, Denver County, Colorado"
"-","**","1400000US08031980100","Census Tract 9801, Denver County, Colorado"
"41714","7892","1400000US08033000100","Census Tract 1, Dolores County, Colorado"
"118603","13639","1400000US08035013901","Census Tract 139.01, Douglas County, Colorado"
"64970","8662","1400000US08035013904","Census Tract 139.04, Douglas County, Colorado"
"95577","25796","1400000US08035013905","Census Tract 139.05, Douglas County, Colorado"
"102930","10005","1400000US08035013907","Census Tract 139.07, Douglas County, Colorado"
"130162","11893","1400000US08035013908","Census Tract 139.08, Douglas County, Colorado"
"99974","15643","1400000US08035013909","Census Tract 139.09, Douglas County, Colorado"
"138771","8676","1400000US08035013910","Census Tract 139.10, Douglas County, Colorado"
"141653","9512","1400000US08035013911","Census Tract 139.11, Douglas County, Colorado"
"82652","6234","1400000US08035014001","Census Tract 140.01, Douglas County, Colorado"
"97625","9910","1400000US08035014005","Census Tract 140.05, Douglas County, Colorado"
"134611","8363","1400000US08035014006","Census Tract 140.06, Douglas County, Colorado"
"79583","12729","1400000US08035014007","Census Tract 140.07, Douglas County, Colorado"
"137611","13244","1400000US08035014008","Census Tract 140.08, Douglas County, Colorado"
"105474","9414","1400000US08035014009","Census Tract 140.09, Douglas County, Colorado"
"99853","14102","1400000US08035014010","Census Tract 140.10, Douglas County, Colorado"
"99643","17672","1400000US08035014011","Census Tract 140.11, Douglas County, Colorado"
"112708","16702","1400000US08035014012","Census Tract 140.12, Douglas County, Colorado"
"144756","9982","1400000US08035014013","Census Tract 140.13, Douglas County, Colorado"
"118574","7585","1400000US08035014107","Census Tract 141.07, Douglas County, Colorado"
"106779","8440","1400000US08035014108","Census Tract 141.08, Douglas County, Colorado"
"121857","14140","1400000US08035014109","Census Tract 141.09, Douglas County, Colorado"
"82215","5562","1400000US08035014110","Census Tract 141.10, Douglas County, Colorado"
"122097","10779","1400000US08035014112","Census Tract 141.12, Douglas County, Colorado"
"133295","8051","1400000US08035014113","Census Tract 141.13, Douglas County, Colorado"
"84300","6839","1400000US08035014114","Census Tract 141.14, Douglas County, Colorado"
"119904","13984","1400000US08035014115","Census Tract 141.15, Douglas County, Colorado"
"93623","10406","1400000US08035014116","Census Tract 141.16, Douglas County, Colorado"
"165871","20657","1400000US08035014122","Census Tract 141.22, Douglas County, Colorado"
"90568","21594","1400000US08035014123","Census Tract 141.23, Douglas County, Colorado"
"144281","11935","1400000US08035014124","Census Tract 141.24, Douglas County, Colorado"
"126480","12117","1400000US08035014125","Census Tract 141.25, Douglas County, Colorado"
"83750","9378","1400000US08035014126","Census Tract 141.26, Douglas County, Colorado"
"157768","22715","1400000US08035014127","Census Tract 141.27, Douglas County, Colorado"
"108255","9881","1400000US08035014128","Census Tract 141.28, Douglas County, Colorado"
"129875","24922","1400000US08035014129","Census Tract 141.29, Douglas County, Colorado"
"122596","12978","1400000US08035014130","Census Tract 141.30, Douglas County, Colorado"
"85115","13989","1400000US08035014131","Census Tract 141.31, Douglas County, Colorado"
"164219","11476","1400000US08035014132","Census Tract 141.32, Douglas County, Colorado"
"136176","21052","1400000US08035014133","Census Tract 141.33, Douglas County, Colorado"
"140188","14659","1400000US08035014134","Census Tract 141.34, Douglas County, Colorado"
"179000","21464","1400000US08035014135","Census Tract 141.35, Douglas County, Colorado"
"102313","8123","1400000US08035014136","Census Tract 141.36, Douglas County, Colorado"
"160599","13606","1400000US08035014137","Census Tract 141.37, Douglas County, Colorado"
"85043","12282","1400000US08035014138","Census Tract 141.38, Douglas County, Colorado"
"120714","16124","1400000US08035014139","Census Tract 141.39, Douglas County, Colorado"
"161618","11753","1400000US08035014140","Census Tract 141.40, Douglas County, Colorado"
"92404","19338","1400000US08035014202","Census Tract 142.02, Douglas County, Colorado"
"135463","17888","1400000US08035014203","Census Tract 142.03, Douglas County, Colorado"
"117083","13641","1400000US08035014204","Census Tract 142.04, Douglas County, Colorado"
"60000","23249","1400000US08035014300","Census Tract 143, Douglas County, Colorado"
"122969","18146","1400000US08035014403","Census Tract 144.03, Douglas County, Colorado"
"126767","7378","1400000US08035014404","Census Tract 144.04, Douglas County, Colorado"
"131944","7575","1400000US08035014405","Census Tract 144.05, Douglas County, Colorado"
"114265","9887","1400000US08035014406","Census Tract 144.06, Douglas County, Colorado"
"89250","21028","1400000US08035014503","Census Tract 145.03, Douglas County, Colorado"
"68093","4975","1400000US08035014504","Census Tract 145.04, Douglas County, Colorado"
"95819","14156","1400000US08035014505","Census Tract 145.05, Douglas County, Colorado"
"143750","12285","1400000US08035014506","Census Tract 145.06, Douglas County, Colorado"
"113889","14628","1400000US08035014602","Census Tract 146.02, Douglas County, Colorado"
"96379","9590","1400000US08035014603","Census Tract 146.03, Douglas County, Colorado"
"110298","11914","1400000US08035014604","Census Tract 146.04, Douglas County, Colorado"
"65417","29685","1400000US08037000100","Census Tract 1, Eagle County, Colorado"
"82292","13056","1400000US08037000200","Census Tract 2, Eagle County, Colorado"
"86860","13986","1400000US08037000301","Census Tract 3.01, Eagle County, Colorado"
"73795","9341","1400000US08037000302","Census Tract 3.02, Eagle County, Colorado"
"67138","10351","1400000US08037000401","Census Tract 4.01, Eagle County, Colorado"
"109238","17118","1400000US08037000402","Census Tract 4.02, Eagle County, Colorado"
"109076","20628","1400000US08037000403","Census Tract 4.03, Eagle County, Colorado"
"84196","27127","1400000US08037000501","Census Tract 5.01, Eagle County, Colorado"
"90946","18648","1400000US08037000502","Census Tract 5.02, Eagle County, Colorado"
"76196","12358","1400000US08037000503","Census Tract 5.03, Eagle County, Colorado"
"84306","12144","1400000US08037000600","Census Tract 6, Eagle County, Colorado"
"102708","9123","1400000US08037000701","Census Tract 7.01, Eagle County, Colorado"
"70000","18542","1400000US08037000702","Census Tract 7.02, Eagle County, Colorado"
"70000","15184","1400000US08037000703","Census Tract 7.03, Eagle County, Colorado"
"53182","7826","1400000US08039961100","Census Tract 9611, Elbert County, Colorado"
"122218","17865","1400000US08039961204","Census Tract 9612.04, Elbert County, Colorado"
"90536","13339","1400000US08039961205","Census Tract 9612.05, Elbert County, Colorado"
"100677","9306","1400000US08039961206","Census Tract 9612.06, Elbert County, Colorado"
"114000","18628","1400000US08039961207","Census Tract 9612.07, Elbert County, Colorado"
"91528","8501","1400000US08039961208","Census Tract 9612.08, Elbert County, Colorado"
"81500","10613","1400000US08039961209","Census Tract 9612.09, Elbert County, Colorado"
"47923","13126","1400000US08041000101","Census Tract 1.01, El Paso County, Colorado"
"74904","11335","1400000US08041000102","Census Tract 1.02, El Paso County, Colorado"
"62859","3500","1400000US08041000202","Census Tract 2.02, El Paso County, Colorado"
"49316","4547","1400000US08041000203","Census Tract 2.03, El Paso County, Colorado"
"47898","10274","1400000US08041000301","Census Tract 3.01, El Paso County, Colorado"
"35268","3654","1400000US08041000302","Census Tract 3.02, El Paso County, Colorado"
"53226","9134","1400000US08041000400","Census Tract 4, El Paso County, Colorado"
"52424","15595","1400000US08041000500","Census Tract 5, El Paso County, Colorado"
"57614","9891","1400000US08041000600","Census Tract 6, El Paso County, Colorado"
"43872","4969","1400000US08041000700","Census Tract 7, El Paso County, Colorado"
"52019","13754","1400000US08041000800","Census Tract 8, El Paso County, Colorado"
"74306","14391","1400000US08041000900","Census Tract 9, El Paso County, Colorado"
"84083","13143","1400000US08041001000","Census Tract 10, El Paso County, Colorado"
"37232","7531","1400000US08041001101","Census Tract 11.01, El Paso County, Colorado"
"49464","6360","1400000US08041001104","Census Tract 11.04, El Paso County, Colorado"
"50282","10167","1400000US08041001301","Census Tract 13.01, El Paso County, Colorado"
"46875","11979","1400000US08041001302","Census Tract 13.02, El Paso County, Colorado"
"45472","7410","1400000US08041001400","Census Tract 14, El Paso County, Colorado"
"41771","10942","1400000US08041001500","Census Tract 15, El Paso County, Colorado"
"37979","9499","1400000US08041001600","Census Tract 16, El Paso County, Colorado"
"50203","5637","1400000US08041001700","Census Tract 17, El Paso County, Colorado"
"74250","12881","1400000US08041001800","Census Tract 18, El Paso County, Colorado"
"30688","7484","1400000US08041001900","Census Tract 19, El Paso County, Colorado"
"35597","4995","1400000US08041002000","Census Tract 20, El Paso County, Colorado"
"42381","8057","1400000US08041002101","Census Tract 21.01, El Paso County, Colorado"
"44881","10714","1400000US08041002102","Census Tract 21.02, El Paso County, Colorado"
"36107","8813","1400000US08041002200","Census Tract 22, El Paso County, Colorado"
"21463","4568","1400000US08041002300","Census Tract 23, El Paso County, Colorado"
"53352","9918","1400000US08041002400","Census Tract 24, El Paso County, Colorado"
"115268","19425","1400000US08041002501","Census Tract 25.01, El Paso County, Colorado"
"51574","12549","1400000US08041002502","Census Tract 25.02, El Paso County, Colorado"
"32080","5751","1400000US08041002700","Census Tract 27, El Paso County, Colorado"
"39709","4772","1400000US08041002800","Census Tract 28, El Paso County, Colorado"
"31069","2297","1400000US08041002900","Census Tract 29, El Paso County, Colorado"
"40324","11125","1400000US08041003000","Census Tract 30, El Paso County, Colorado"
"105000","16976","1400000US08041003100","Census Tract 31, El Paso County, Colorado"
"39731","5999","1400000US08041003303","Census Tract 33.03, El Paso County, Colorado"
"125536","14889","1400000US08041003305","Census Tract 33.05, El Paso County, Colorado"
"74087","9563","1400000US08041003306","Census Tract 33.06, El Paso County, Colorado"
"69111","11214","1400000US08041003307","Census Tract 33.07, El Paso County, Colorado"
"55991","6313","1400000US08041003308","Census Tract 33.08, El Paso County, Colorado"
"63657","20954","1400000US08041003400","Census Tract 34, El Paso County, Colorado"
"79299","8113","1400000US08041003701","Census Tract 37.01, El Paso County, Colorado"
"112219","11943","1400000US08041003702","Census Tract 37.02, El Paso County, Colorado"
"88967","8813","1400000US08041003705","Census Tract 37.05, El Paso County, Colorado"
"84643","16862","1400000US08041003706","Census Tract 37.06, El Paso County, Colorado"
"100438","7553","1400000US08041003707","Census Tract 37.07, El Paso County, Colorado"
"87865","12871","1400000US08041003708","Census Tract 37.08, El Paso County, Colorado"
"78897","16811","1400000US08041003709","Census Tract 37.09, El Paso County, Colorado"
"67083","12873","1400000US08041003801","Census Tract 38.01, El Paso County, Colorado"
"-","**","1400000US08041003802","Census Tract 38.02, El Paso County, Colorado"
"105101","5808","1400000US08041003902","Census Tract 39.02, El Paso County, Colorado"
"63897","6735","1400000US08041003905","Census Tract 39.05, El Paso County, Colorado"
"79441","8979","1400000US08041003906","Census Tract 39.06, El Paso County, Colorado"
"76042","9835","1400000US08041003909","Census Tract 39.09, El Paso County, Colorado"
"71075","7644","1400000US08041004008","Census Tract 40.08, El Paso County, Colorado"
"39803","9153","1400000US08041004009","Census Tract 40.09, El Paso County, Colorado"
"56673","5525","1400000US08041004100","Census Tract 41, El Paso County, Colorado"
"57295","4484","1400000US08041004200","Census Tract 42, El Paso County, Colorado"
"71988","7587","1400000US08041004300","Census Tract 43, El Paso County, Colorado"
"46686","2537","1400000US08041004401","Census Tract 44.01, El Paso County, Colorado"
"99750","37425","1400000US08041004402","Census Tract 44.02, El Paso County, Colorado"
"50455","9902","1400000US08041004403","Census Tract 44.03, El Paso County, Colorado"
"41417","9225","1400000US08041004501","Census Tract 45.01, El Paso County, Colorado"
"73735","6783","1400000US08041004502","Census Tract 45.02, El Paso County, Colorado"
"73786","3893","1400000US08041004503","Census Tract 45.03, El Paso County, Colorado"
"59683","6267","1400000US08041004506","Census Tract 45.06, El Paso County, Colorado"
"66250","10330","1400000US08041004507","Census Tract 45.07, El Paso County, Colorado"
"47885","9798","1400000US08041004508","Census Tract 45.08, El Paso County, Colorado"
"84482","8734","1400000US08041004510","Census Tract 45.10, El Paso County, Colorado"
"61926","6310","1400000US08041004511","Census Tract 45.11, El Paso County, Colorado"
"62763","8057","1400000US08041004601","Census Tract 46.01, El Paso County, Colorado"
"58301","6669","1400000US08041004602","Census Tract 46.02, El Paso County, Colorado"
"68229","5876","1400000US08041004603","Census Tract 46.03, El Paso County, Colorado"
"69297","7350","1400000US08041004701","Census Tract 47.01, El Paso County, Colorado"
"69265","8856","1400000US08041004702","Census Tract 47.02, El Paso County, Colorado"
"72768","8693","1400000US08041004703","Census Tract 47.03, El Paso County, Colorado"
"85619","15460","1400000US08041004705","Census Tract 47.05, El Paso County, Colorado"
"100946","8064","1400000US08041004706","Census Tract 47.06, El Paso County, Colorado"
"63016","7780","1400000US08041004800","Census Tract 48, El Paso County, Colorado"
"55239","4130","1400000US08041004901","Census Tract 49.01, El Paso County, Colorado"
"100323","14486","1400000US08041004902","Census Tract 49.02, El Paso County, Colorado"
"50636","5181","1400000US08041005000","Census Tract 50, El Paso County, Colorado"
"95613","6074","1400000US08041005104","Census Tract 51.04, El Paso County, Colorado"
"90843","3860","1400000US08041005105","Census Tract 51.05, El Paso County, Colorado"
"74320","6017","1400000US08041005106","Census Tract 51.06, El Paso County, Colorado"
"89622","8014","1400000US08041005107","Census Tract 51.07, El Paso County, Colorado"
"79519","13872","1400000US08041005108","Census Tract 51.08, El Paso County, Colorado"
"77188","8958","1400000US08041005109","Census Tract 51.09, El Paso County, Colorado"
"61956","4044","1400000US08041005110","Census Tract 51.10, El Paso County, Colorado"
"75220","9485","1400000US08041005111","Census Tract 51.11, El Paso County, Colorado"
"28750","6325","1400000US08041005201","Census Tract 52.01, El Paso County, Colorado"
"36275","7246","1400000US08041005202","Census Tract 52.02, El Paso County, Colorado"
"41444","4627","1400000US08041005300","Census Tract 53, El Paso County, Colorado"
"28300","5250","1400000US08041005400","Census Tract 54, El Paso County, Colorado"
"64464","7984","1400000US08041005501","Census Tract 55.01, El Paso County, Colorado"
"36571","4541","1400000US08041005502","Census Tract 55.02, El Paso County, Colorado"
"60842","3720","1400000US08041005601","Census Tract 56.01, El Paso County, Colorado"
"72774","8609","1400000US08041005602","Census Tract 56.02, El Paso County, Colorado"
"59167","9041","1400000US08041005700","Census Tract 57, El Paso County, Colorado"
"66447","3923","1400000US08041005800","Census Tract 58, El Paso County, Colorado"
"62247","4948","1400000US08041005900","Census Tract 59, El Paso County, Colorado"
"39715","10477","1400000US08041006000","Census Tract 60, El Paso County, Colorado"
"38025","5500","1400000US08041006100","Census Tract 61, El Paso County, Colorado"
"37282","3386","1400000US08041006200","Census Tract 62, El Paso County, Colorado"
"54669","5067","1400000US08041006301","Census Tract 63.01, El Paso County, Colorado"
"38728","7243","1400000US08041006302","Census Tract 63.02, El Paso County, Colorado"
"45521","15072","1400000US08041006400","Census Tract 64, El Paso County, Colorado"
"52667","7408","1400000US08041006501","Census Tract 65.01, El Paso County, Colorado"
"57518","5276","1400000US08041006502","Census Tract 65.02, El Paso County, Colorado"
"54671","10282","1400000US08041006600","Census Tract 66, El Paso County, Colorado"
"62736","8906","1400000US08041006700","Census Tract 67, El Paso County, Colorado"
"62971","6030","1400000US08041006801","Census Tract 68.01, El Paso County, Colorado"
"74097","10000","1400000US08041006802","Census Tract 68.02, El Paso County, Colorado"
"96940","7094","1400000US08041006901","Census Tract 69.01, El Paso County, Colorado"
"82581","3541","1400000US08041006902","Census Tract 69.02, El Paso County, Colorado"
"119483","10731","1400000US08041007000","Census Tract 70, El Paso County, Colorado"
"127059","11595","1400000US08041007101","Census Tract 71.01, El Paso County, Colorado"
"138456","13111","1400000US08041007102","Census Tract 71.02, El Paso County, Colorado"
"122991","18782","1400000US08041007201","Census Tract 72.01, El Paso County, Colorado"
"118611","7739","1400000US08041007202","Census Tract 72.02, El Paso County, Colorado"
"128157","11981","1400000US08041007300","Census Tract 73, El Paso County, Colorado"
"164804","15235","1400000US08041007400","Census Tract 74, El Paso County, Colorado"
"123135","11271","1400000US08041007500","Census Tract 75, El Paso County, Colorado"
"106228","7083","1400000US08041007601","Census Tract 76.01, El Paso County, Colorado"
"106429","15506","1400000US08041007602","Census Tract 76.02, El Paso County, Colorado"
"60245","8983","1400000US08041007700","Census Tract 77, El Paso County, Colorado"
"58853","5190","1400000US08041007800","Census Tract 78, El Paso County, Colorado"
"87768","9654","1400000US08041007900","Census Tract 79, El Paso County, Colorado"
"48068","3407","1400000US08041008000","Census Tract 80, El Paso County, Colorado"
"62734","17419","1400000US08043978100","Census Tract 9781, Fremont County, Colorado"
"39301","7004","1400000US08043978200","Census Tract 9782, Fremont County, Colorado"
"45818","4737","1400000US08043978300","Census Tract 9783, Fremont County, Colorado"
"45179","4901","1400000US08043978400","Census Tract 9784, Fremont County, Colorado"
"45373","10127","1400000US08043978500","Census Tract 9785, Fremont County, Colorado"
"40089","6072","1400000US08043978600","Census Tract 9786, Fremont County, Colorado"
"47035","6841","1400000US08043978800","Census Tract 9788, Fremont County, Colorado"
"43608","4792","1400000US08043979000","Census Tract 9790, Fremont County, Colorado"
"47083","12375","1400000US08043979100","Census Tract 9791, Fremont County, Colorado"
"86012","6881","1400000US08043979200","Census Tract 9792, Fremont County, Colorado"
"53288","3291","1400000US08043979400","Census Tract 9794, Fremont County, Colorado"
"-","**","1400000US08043980100","Census Tract 9801, Fremont County, Colorado"
"-","**","1400000US08043980200","Census Tract 9802, Fremont County, Colorado"
